69.175.126.170 - - [30/Jan/2013:00:41:08 -0600] "GET / HTTP/1.0" 200 11424
144.124.25.241 - admin [30/Jan/2013:12:18:54 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=AC7B2104E38BD11CE25C7B72563F68B9 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:18:56 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:12:18:58 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 500 1405
144.124.25.241 - admin [30/Jan/2013:12:20:02 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=994176999CB48A5C457EC18D5CC0468F HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:20:17 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
144.124.25.241 - - [30/Jan/2013:12:20:29 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
144.124.25.241 - admin [30/Jan/2013:12:22:29 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=F798D96B03C20CCD33ADC0F3E390098B HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:22:41 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 500 1405
144.124.25.241 - admin [30/Jan/2013:12:24:04 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=80DD13438CD936067DC0D46923A6CF80 HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:24:26 -0600] "GET /test_nathan/ HTTP/1.1" 200 1552
144.124.25.241 - - [30/Jan/2013:12:24:26 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:12:24:45 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
144.124.25.241 - admin [30/Jan/2013:12:28:27 -0600] "POST /manager/html/reload?path=/test%5Fnathan&org.apache.catalina.filters.CSRF_NONCE=FD057D53C46925945ECFA53A3388B91C HTTP/1.1" 200 27566
144.124.25.241 - - [30/Jan/2013:12:28:37 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
144.124.25.241 - - [30/Jan/2013:12:29:35 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
144.124.25.241 - - [30/Jan/2013:12:32:10 -0600] "GET /test_nathan/ HTTP/1.1" 200 1552
144.124.25.241 - - [30/Jan/2013:12:32:11 -0600] "GET /test_nathan/style.css HTTP/1.1" 304 -
144.124.25.241 - - [30/Jan/2013:12:32:23 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1575
86.130.95.135 - - [30/Jan/2013:12:55:35 -0600] "GET /monstermashnew/web/registration.jsp HTTP/1.1" 500 3068
86.130.95.135 - - [30/Jan/2013:12:55:40 -0600] "GET /monstermashnew/web/ HTTP/1.1" 200 1553
86.130.95.135 - - [30/Jan/2013:12:55:41 -0600] "GET /monstermashnew/web/style.css HTTP/1.1" 200 2483
86.130.95.135 - - [30/Jan/2013:12:55:41 -0600] "GET /monstermashnew/web/Graphics/scare.jpg HTTP/1.1" 200 425284
86.130.95.135 - - [30/Jan/2013:12:55:42 -0600] "POST /monstermashnew/web/Login_servlet HTTP/1.1" 404 1015
86.130.95.135 - - [30/Jan/2013:12:59:12 -0600] "GET /tomcat.png HTTP/1.1" 200 5103
86.130.95.135 - - [30/Jan/2013:12:59:12 -0600] "GET / HTTP/1.1" 200 11444
86.130.95.135 - - [30/Jan/2013:12:59:12 -0600] "GET /bg-button.png HTTP/1.1" 200 713
86.130.95.135 - - [30/Jan/2013:12:59:12 -0600] "GET /bg-upper.png HTTP/1.1" 200 3103
190.101.125.115 - - [30/Jan/2013:13:56:08 -0600] "GET /webdav/ HTTP/1.1" 404 965
86.130.95.135 - - [30/Jan/2013:15:37:48 -0600] "GET /bg-upper.png HTTP/1.1" 200 3103
86.130.95.135 - - [30/Jan/2013:15:37:48 -0600] "GET /bg-button.png HTTP/1.1" 200 713
86.130.95.135 - - [30/Jan/2013:15:37:48 -0600] "GET / HTTP/1.1" 200 11444
86.130.95.135 - - [30/Jan/2013:15:37:48 -0600] "GET /asf-logo.png HTTP/1.1" 200 17811
86.130.95.135 - - [30/Jan/2013:16:53:40 -0600] "GET /bg-upper.png HTTP/1.1" 200 3103
86.130.95.135 - - [30/Jan/2013:16:53:40 -0600] "GET /bg-button.png HTTP/1.1" 200 713
86.130.95.135 - - [30/Jan/2013:16:53:40 -0600] "GET / HTTP/1.1" 200 11444
86.130.95.135 - - [30/Jan/2013:16:53:40 -0600] "GET /asf-logo.png HTTP/1.1" 200 17811
180.76.5.136 - - [30/Jan/2013:17:12:39 -0600] "GET /robots.txt HTTP/1.1" 404 971
86.130.95.135 - - [30/Jan/2013:17:31:53 -0600] "GET / HTTP/1.1" 200 11444
86.130.95.135 - - [30/Jan/2013:17:31:53 -0600] "GET /tomcat.png HTTP/1.1" 200 5103
86.130.95.135 - - [30/Jan/2013:17:31:58 -0600] "GET /monstermashnew/web HTTP/1.1" 302 -
86.130.95.135 - - [30/Jan/2013:17:31:58 -0600] "GET /monstermashnew/web/ HTTP/1.1" 200 1553
86.130.95.135 - - [30/Jan/2013:17:31:59 -0600] "GET /monstermashnew/web/style.css HTTP/1.1" 304 -
86.130.95.135 - - [30/Jan/2013:17:31:59 -0600] "GET /monstermashnew/web/Graphics/scare.jpg HTTP/1.1" 304 -
86.130.95.135 - - [30/Jan/2013:17:32:00 -0600] "POST /monstermashnew/web/Login_servlet HTTP/1.1" 404 1015
86.144.136.34 - - [30/Jan/2013:17:42:28 -0600] "GET / HTTP/1.1" 200 11444
86.144.136.34 - - [30/Jan/2013:17:42:28 -0600] "GET /tomcat.css HTTP/1.1" 200 5926
86.144.136.34 - - [30/Jan/2013:17:42:29 -0600] "GET /tomcat.png HTTP/1.1" 200 5103
86.144.136.34 - - [30/Jan/2013:17:42:29 -0600] "GET /bg-upper.png HTTP/1.1" 200 3103
86.144.136.34 - - [30/Jan/2013:17:42:29 -0600] "GET /bg-nav.png HTTP/1.1" 200 1401
86.144.136.34 - - [30/Jan/2013:17:42:29 -0600] "GET /bg-button.png HTTP/1.1" 200 713
86.144.136.34 - - [30/Jan/2013:17:42:29 -0600] "GET /bg-middle.png HTTP/1.1" 200 1918
86.144.136.34 - - [30/Jan/2013:17:42:29 -0600] "GET /asf-logo.png HTTP/1.1" 200 17811
86.144.136.34 - - [30/Jan/2013:17:43:15 -0600] "GET /nathan_test/ HTTP/1.1" 404 975
86.144.136.34 - - [30/Jan/2013:17:44:01 -0600] "GET /monstermashnew/web/ HTTP/1.1" 200 1553
86.144.136.34 - - [30/Jan/2013:17:44:01 -0600] "GET /monstermashnew/web/style.css HTTP/1.1" 200 2483
86.144.136.34 - - [30/Jan/2013:17:44:01 -0600] "GET /monstermashnew/web/Graphics/scare.jpg HTTP/1.1" 200 425284
86.144.136.34 - - [30/Jan/2013:17:44:04 -0600] "POST /monstermashnew/web/registration.jsp HTTP/1.1" 500 3068
86.144.136.34 - - [30/Jan/2013:17:45:29 -0600] "POST /monstermashnew/web/registration.jsp HTTP/1.1" 200 1561
86.144.136.34 - - [30/Jan/2013:17:46:42 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.130.95.135 - - [30/Jan/2013:17:57:56 -0600] "GET /tomcat.png HTTP/1.1" 200 5103
86.130.95.135 - - [30/Jan/2013:17:57:56 -0600] "GET /bg-upper.png HTTP/1.1" 200 3103
86.130.95.135 - - [30/Jan/2013:17:57:56 -0600] "GET /bg-button.png HTTP/1.1" 200 713
86.130.95.135 - - [30/Jan/2013:17:57:56 -0600] "GET / HTTP/1.1" 200 11444
86.144.136.34 - - [30/Jan/2013:18:07:49 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.130.95.135 - - [30/Jan/2013:18:12:36 -0600] "GET /monstermashnew/web HTTP/1.1" 302 -
86.130.95.135 - - [30/Jan/2013:18:12:36 -0600] "GET /monstermashnew/web/ HTTP/1.1" 200 1553
86.130.95.135 - - [30/Jan/2013:18:12:36 -0600] "GET /monstermashnew/web/Graphics/scare.jpg HTTP/1.1" 304 -
86.130.95.135 - - [30/Jan/2013:18:12:38 -0600] "POST /monstermashnew/web/Login_servlet HTTP/1.1" 404 1015
86.130.95.135 - - [30/Jan/2013:18:13:31 -0600] "GET /tomcat.css HTTP/1.1" 200 5926
86.130.95.135 - - [30/Jan/2013:18:13:31 -0600] "GET / HTTP/1.1" 200 11444
86.144.136.34 - - [30/Jan/2013:18:13:36 -0600] "GET /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:18:13:39 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.130.95.135 - - [30/Jan/2013:18:14:32 -0600] "GET /test_nathan HTTP/1.1" 302 -
86.130.95.135 - - [30/Jan/2013:18:14:33 -0600] "GET /test_nathan/ HTTP/1.1" 200 1553
86.130.95.135 - - [30/Jan/2013:18:14:33 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
86.130.95.135 - - [30/Jan/2013:18:14:33 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 200 425284
86.130.95.135 - - [30/Jan/2013:18:14:36 -0600] "POST /test_nathan/Login_servlet HTTP/1.1" 200 1585
86.130.95.135 - - [30/Jan/2013:18:14:38 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
86.130.95.135 - - [30/Jan/2013:18:14:40 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1481
86.130.95.135 - - [30/Jan/2013:18:14:46 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1481
86.130.95.135 - - [30/Jan/2013:18:14:55 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1481
86.144.136.34 - - [30/Jan/2013:18:16:00 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:18:17:32 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:18:23:28 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:18:25:25 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:18:25:33 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:18:29:06 -0600] "GET /monstermashnew/web/index.jsp HTTP/1.1" 200 1553
86.144.136.34 - - [30/Jan/2013:18:29:08 -0600] "POST /monstermashnew/web/registration.jsp HTTP/1.1" 200 1580
86.144.136.34 - - [30/Jan/2013:18:29:15 -0600] "POST /monstermashnew/web/monstermashnew/src/java/Monster_classes HTTP/1.1" 404 1067
86.144.136.34 - - [30/Jan/2013:18:30:06 -0600] "POST /monstermashnew/web/monstermashnew/src/java/Monster_classes HTTP/1.1" 404 1067
86.144.136.34 - - [30/Jan/2013:18:30:47 -0600] "POST /monstermashnew/web/monstermashnew/src/java/Monster_classes HTTP/1.1" 404 1067
86.144.136.34 - - [30/Jan/2013:18:31:56 -0600] "POST /monstermashnew/web/monstermashnew/src/java/Monster_classes HTTP/1.1" 404 1067
86.144.136.34 - - [30/Jan/2013:18:32:11 -0600] "GET /monstermashnew/web/src/java/Monster_classes HTTP/1.1" 404 1037
86.144.136.34 - - [30/Jan/2013:18:32:52 -0600] "GET /test_nathan/ HTTP/1.1" 200 1553
86.144.136.34 - - [30/Jan/2013:18:32:52 -0600] "GET /test_nathan/style.css HTTP/1.1" 200 2483
86.144.136.34 - - [30/Jan/2013:18:32:52 -0600] "GET /test_nathan/Graphics/scare.jpg HTTP/1.1" 200 425284
86.144.136.34 - - [30/Jan/2013:18:32:54 -0600] "POST /test_nathan/registration.jsp HTTP/1.1" 200 1420
86.144.136.34 - - [30/Jan/2013:18:33:00 -0600] "POST /test_nathan/Registration_servlet HTTP/1.1" 200 1596
86.144.136.34 - - [30/Jan/2013:18:35:36 -0600] "GET /monstermashnew/web/registration.jsp HTTP/1.1" 200 1579
86.144.136.34 - - [30/Jan/2013:18:35:37 -0600] "GET /monstermashnew/web/style.css HTTP/1.1" 304 -
86.144.136.34 - - [30/Jan/2013:18:35:37 -0600] "GET /monstermashnew/web/Graphics/scare.jpg HTTP/1.1" 304 -
86.144.136.34 - - [30/Jan/2013:18:36:13 -0600] "POST /src/java/servletsRegistration_servlet HTTP/1.1" 404 1025
86.144.136.34 - - [30/Jan/2013:18:37:53 -0600] "GET /monstermashnew/web/registration.jsp HTTP/1.1" 200 1561
86.144.136.34 - - [30/Jan/2013:18:37:53 -0600] "GET /monstermashnew/web/style.css HTTP/1.1" 304 -
86.144.136.34 - - [30/Jan/2013:18:37:53 -0600] "GET /monstermashnew/web/Graphics/scare.jpg HTTP/1.1" 304 -
86.144.136.34 - - [30/Jan/2013:18:37:55 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:18:38:12 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:18:38:40 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:18:39:19 -0600] "POST /monstermashnew/web/Registration_servlet HTTP/1.1" 404 1029
86.144.136.34 - - [30/Jan/2013:19:05:57 -0600] "GET / HTTP/1.1" 200 11444
86.144.136.34 - - [30/Jan/2013:19:06:00 -0600] "GET /monstermashnew/web/registration.jsp HTTP/1.1" 200 1566
86.144.136.34 - - [30/Jan/2013:19:06:10 -0600] "POST /dist/MonsterMashGame.war HTTP/1.1" 404 999
86.144.136.34 - - [30/Jan/2013:19:15:45 -0600] "GET /index.html HTTP/1.1" 404 971
86.144.136.34 - - [30/Jan/2013:19:15:52 -0600] "GET /examples/ HTTP/1.1" 200 1209
86.144.136.34 - - [30/Jan/2013:19:15:54 -0600] "GET /examples/servlets HTTP/1.1" 302 -
86.144.136.34 - - [30/Jan/2013:19:15:54 -0600] "GET /examples/servlets/ HTTP/1.1" 200 5343
86.144.136.34 - - [30/Jan/2013:19:15:55 -0600] "GET /examples/servlets/images/code.gif HTTP/1.1" 200 292
86.144.136.34 - - [30/Jan/2013:19:15:55 -0600] "GET /examples/servlets/images/return.gif HTTP/1.1" 200 1231
86.144.136.34 - - [30/Jan/2013:19:15:55 -0600] "GET /examples/servlets/images/execute.gif HTTP/1.1" 200 1242
86.144.136.34 - - [30/Jan/2013:19:17:44 -0600] "GET /monstermashgame HTTP/1.1" 404 981
86.144.136.34 - - [30/Jan/2013:19:17:48 -0600] "GET /monstermashgame.war HTTP/1.1" 404 989
86.144.136.34 - - [30/Jan/2013:19:23:48 -0600] "GET /monstermashnew/web/index.jsp HTTP/1.1" 200 1553
86.144.136.34 - - [30/Jan/2013:19:23:50 -0600] "POST /monstermashnew/web/registration.jsp HTTP/1.1" 200 1566
86.144.136.34 - - [30/Jan/2013:19:23:52 -0600] "POST /dist/MonsterMashGame.war HTTP/1.1" 404 999
86.144.136.34 - - [30/Jan/2013:19:24:48 -0600] "POST /dist/MonsterMashGame.war HTTP/1.1" 404 999
86.144.136.34 - - [30/Jan/2013:19:25:04 -0600] "POST /dist/MonsterMashGame.war HTTP/1.1" 404 999
198.20.69.74 - - [30/Jan/2013:21:16:28 -0600] "GET / HTTP/1.1" 200 11444
198.20.69.74 - - [30/Jan/2013:21:16:28 -0600] "GET /robots.txt HTTP/1.1" 404 971
